項次,商店全名,連絡電話,商店地址
785,全家便利商店股份有限公司-臺中楓樹店,04-22586158,408臺中市南屯區黎明路一段２５５號
786,全家便利商店股份有限公司-臺中干城店,04-22586158,408臺中市南屯區干城街２８５號
787,全家便利商店股份有限公司-大里塗城店,04-22586158,412臺中市大里區塗城路７４２號１樓
788,全家便利商店股份有限公司-臺中墩鴻店,04-22586158,408臺中市南屯區惠中里大墩十一街２９０號一樓
789,全家便利商店股份有限公司-神岡社口店,04-22958388,429臺中市神岡區社南村民族路５６之１號一樓
790,全家便利商店股份有限公司-臺中親家店,04-22586158,408臺中市南屯區文山八街６６號，６８號
791,全家便利商店股份有限公司-臺中福港店,04-22586158,407臺中市西屯區福和里中港路三段８９之５號一樓
792,全家便利商店股份有限公司-大里大功店,04-22586158,412臺中市大里區國光里國光路二段３８號一樓
793,全家便利商店股份有限公司-潭子圓通店,04-22958388,427臺中市潭子區福仁村圓通南路２９５號２９７號一樓
794,全家便利商店股份有限公司-臺中惠文店,04-22586158,408臺中市南屯區河南路四段３２６號
795,全家便利商店股份有限公司-臺中桂冠店,04-22958388,407臺中市西屯區四川路７９號
796,全家便利商店股份有限公司-臺中永春店,04-22586158,408臺中市南屯區永春路３７號
797,全家便利商店股份有限公司-臺中松茂店,04-22958388,406臺中市北屯區松強里興安路二段４６１巷２號４６３號一
798,全家便利商店股份有限公司-太平新中店,04-22586158,411臺中市太平區中山路三段１４２號
799,全家便利商店股份有限公司-霧峰八德店,04-22586158,413臺中市霧峰區四德路３７１號
800,全家便利商店股份有限公司-臺中長億店,04-22586158,402臺中市南區工學北路６７號
801,全家便利商店股份有限公司-臺中柳川店,04-22586158,402臺中市南區美村路二段１６號１樓
802,全家便利商店股份有限公司-臺中惠來店,04-22958388,407臺中市西屯區惠來路三段２４８號
803,全家便利商店股份有限公司-東勢中正店,04-22958388,423臺中市東勢區中正路３４２號
804,全家便利商店股份有限公司-外埔國王店,04-22958388,438臺中市外埔區大東村甲后路７５７之１號一樓
805,全家便利商店股份有限公司-霧峰明峰店,04-22586158,413臺中市霧峰區甲寅村中正路１１３５號一樓
806,全家便利商店股份有限公司-豐原豐順店,04-22958388,420臺中市豐原區朴子里豊勢路二段１１２３號一樓
807,全家便利商店股份有限公司-臺中進學店,04-22958388,404臺中市北區頂厝里進化北路３２５號、３２７號一樓
808,全家便利商店股份有限公司-新社興安店,04-22958388,426臺中市新社區新社村興社街四段２６之１號一樓
809,全家便利商店股份有限公司-臺中光明店,04-22958388,407臺中市西屯區臺中港路二段２１８，２２０號１Ｆ
810,全家便利商店股份有限公司-豐原豐南店,04-22958388,420臺中市豐原區田心里豊南街１３３號１３３之１號一樓
811,全家便利商店股份有限公司-臺中長安店,04-22958388,407臺中市西屯區長安路二段２６７，２６９號１樓
812,全家便利商店股份有限公司-沙鹿英才店,04-22958388,433臺中市沙鹿區北勢東路５３０號１樓
813,全家便利商店股份有限公司-臺中文山店,04-22586158,408臺中市南屯區文山里嶺東路７５０號７５２號一樓
814,全家便利商店股份有限公司-臺中大新店,04-22586158,408臺中市南屯區東興路三段１５７號
815,全家便利商店股份有限公司-霧峰樹人店,04-22586158,413臺中市霧峰區本堂村樹仁路５６號一樓
816,全家便利商店股份有限公司-大肚旺來店,04-22586158,432臺中市大肚區大東村自由路１５８號一樓
817,全家便利商店股份有限公司-豐原綠山店,04-22958388,420臺中市豐原區北陽里南陽路６０號一樓
818,全家便利商店股份有限公司-臺中風華店,04-22586158,408臺中市南屯區南屯里河南路四段６９２號一樓
819,全家便利商店股份有限公司-大肚旺田店,04-22586158,432臺中市大肚區社腳村沙田路一段８６８號１樓
820,全家便利商店股份有限公司-臺中德富店,04-22586158,402臺中市南區德富路７２號，７６號
821,全家便利商店股份有限公司-梧棲港埠店,04-22958388,435臺中市梧棲區港埠路二段１７號
822,全家便利商店股份有限公司-臺中南和店,04-22586158,402臺中市南區南和路１９７號
823,全家便利商店股份有限公司-霧峰錦峰店,04-22586158,413臺中市霧峰區吉峰路８５號
824,全家便利商店股份有限公司-臺中大英店,04-22586158,408臺中市南屯區溝墘里大業路２７１號一樓
825,全家便利商店股份有限公司-臺中福瑞店,04-22958388,407臺中市西屯區福瑞里福瑞街１１８號、１２０號一樓
826,全家便利商店股份有限公司-沙鹿光華店,04-22958388,433臺中市沙鹿區光華路３１９號
827,全家便利商店股份有限公司-清水高美店,04-22958388,436臺中市清水區高美里高美路５６０號１樓
828,全家便利商店股份有限公司-大里東芳店,04-22586158,412臺中市大里區東湖里東南路１４２之６號１樓
829,全家便利商店股份有限公司-豐原車站店,04-22958388,420臺中市豐原區三民路３８號
830,全家便利商店股份有限公司-臺中華園店,04-22958388,400臺中市中區大誠里中華路二段１０號１樓
831,全家便利商店股份有限公司-臺中健興店,04-22958388,404臺中市北區健行里健行路７８６號一樓
832,全家便利商店股份有限公司-臺中東二店,04-22586158,408臺中市南屯區東興路二段６２，６６號
833,全家便利商店股份有限公司-臺中向心店,04-22586158,408臺中市南屯區田心里文心路一段９３號一樓
834,全家便利商店股份有限公司-臺中東英店,04-22958388,401臺中市東區東信里旱溪東路一段３００號、３０１號１樓
835,全家便利商店股份有限公司-臺中國際店,04-22586158,402臺中市南區和平里忠明南路７５８號１樓
836,全家便利商店股份有限公司-大甲水源店,04-22958388,437臺中市大甲區水源路４５０號
837,全家便利商店股份有限公司-臺中熱河店,04-22958388,406臺中市北屯區平心里熱河路二段１６４號、１６６號１樓
838,全家便利商店股份有限公司-臺中福鄰店,04-22958388,407臺中市西屯區永安里西屯路三段１６６之２５號１樓
839,全家便利商店股份有限公司-太平國醫店,04-22586158,411臺中市太平區中山里中山路二段３３７號１樓
840,全家便利商店股份有限公司-臺中墩心店,04-22586158,408臺中市南屯區同心里大墩路２４３號大墩六街１８７號１
841,全家便利商店股份有限公司-豐原互助店,04-22958388,420臺中市豐原區三村里西勢路４１１號１樓
842,全家便利商店股份有限公司-臺中興中店,04-22958388,400臺中市中區公園路６１，６３，６５號，興中街１１７號
843,全家便利商店股份有限公司-臺中學友店,04-22958388,404臺中市北區三民路三段２１５號
844,全家便利商店股份有限公司-臺中力行店,04-22958388,401臺中市東區力行路２１２號１樓
845,全家便利商店股份有限公司-臺中興大店,04-22586158,402臺中市南區積善里學府路５１號，５３號
846,全家便利商店股份有限公司-臺中大業店,04-22586158,408臺中市南屯區大業路１８４號
847,全家便利商店股份有限公司-龍井藝術店,04-22586158,434臺中市龍井區東海村１０鄰藝術街９２號１樓
848,全家便利商店股份有限公司-臺中天保店,04-22586158,407臺中市西屯區福和里中工三路２１４之１號１樓
849,全家便利商店股份有限公司-太平精美店,04-22586158,411臺中市太平區精美路２號
850,全家便利商店股份有限公司-臺中仁美店,04-22958388,406臺中市北屯區仁美里昌平東二路１７９號１樓
851,全家便利商店股份有限公司-石岡登峰店,04-22958388,422臺中市石岡區明德路１７９號１樓
852,全家便利商店股份有限公司-臺中大昇店,04-22958388,407臺中市西屯區中康街１４１，１４３號１樓
853,全家便利商店股份有限公司-臺中京華店,04-22958388,403臺中市西區西屯路一段１５６號
854,全家便利商店股份有限公司-外埔皇后店,04-22958388,438臺中市外埔區大同村六分路２３７號１樓
855,全家便利商店股份有限公司-臺中公園店,04-22958388,400臺中市中區公園路２１，２１號之一樓及地下室
856,全家便利商店股份有限公司-沙鹿鎮平店,04-22958388,433臺中市沙鹿區鎮南路二段９５號１樓
857,全家便利商店股份有限公司-臺中醫院店,04-22958388,400臺中市中區三民路二段１號１Ｆ
858,全家便利商店股份有限公司-臺中四平店,04-22958388,406臺中市北屯區四平路３５之６號
859,全家便利商店股份有限公司-太平永平店,04-22586158,411臺中市太平區永平路一段６５號１樓
860,全家便利商店股份有限公司-臺中尚美店,04-22958388,403臺中市西區向上北路１９２號．１９４號１樓
861,全家便利商店股份有限公司-臺中富臺店,04-22958388,401臺中市東區富臺里富臺街６２號一樓
862,全家便利商店股份有限公司-臺中興安店,04-22958388,406臺中市北屯區大連路三段１３７號１Ｆ
863,全家便利商店股份有限公司-臺中建功店,04-22586158,408臺中市南屯區建功路１０７之３８號１０７之３９號１樓
864,全家便利商店股份有限公司-大里大益店,04-22586158,412臺中市大里區大里路３８之１１號
865,全家便利商店股份有限公司-東勢客進店,04-22958388,423臺中市東勢區中正路１號
866,全家便利商店股份有限公司-臺中朝富店,04-22586158,407臺中市西屯區朝富路１７６號
867,全家便利商店股份有限公司-臺中福科店,04-22958388,407臺中市西屯區西屯路三段１５９之８０號
868,全家便利商店股份有限公司-大肚大展店,04-22586158,432臺中市大肚區頂街村沙田路二段６８６號一樓
869,全家便利商店股份有限公司-臺中黎明店,04-22586158,408臺中市南屯區三厝里黎明路二段４０６號
870,全家便利商店股份有限公司-臺中大鼎店,04-22586158,408臺中市南屯區大墩南路３３２號一樓
871,全家便利商店股份有限公司-臺中傑盛店,04-22586158,408臺中市南屯區大墩１１街３７２號
872,全家便利商店股份有限公司-后里瑞晶店,04-22958388,421臺中市后里區三豐路４２９－１號
873,全家便利商店股份有限公司-臺中福和店,04-22586158,407臺中市西屯區工業三十八路３號
874,全家便利商店股份有限公司-太平凱悅店,04-22586158,411臺中市太平區中平九街６２＆６６號
875,全家便利商店股份有限公司-太平永豐店,04-22586158,411臺中市太平區永豐路８３號１樓
876,全家便利商店股份有限公司-烏日成功店,04-22586158,414臺中市烏日區中山路三段２４２號
877,全家便利商店股份有限公司-太平橋頭店,04-22586158,411臺中市太平區東平路１３２號
878,全家便利商店股份有限公司-臺中館東店,04-22958388,404臺中市北區博館東街４８號１樓
879,全家便利商店股份有限公司-臺中至尊店,04-22958388,407臺中市西屯區西屯路二段２６８－１２，１３號
880,全家便利商店股份有限公司-新社中和店,04-22958388,426臺中市新社區中和街五段３１號一樓及二樓部分
881,全家便利商店股份有限公司-大里益民店,04-22586158,412臺中市大里區新里里益民路二段１７３號１樓
882,全家便利商店股份有限公司-臺中崇德店,04-22958388,406臺中市北屯區崇德路二段３５１號
883,全家便利商店股份有限公司-沙鹿正德店,04-22958388,433臺中市沙鹿區屏西路９８號
884,全家便利商店股份有限公司-臺中至真店,04-22958388,407臺中市西屯區至善路２３６號、２３８號、２３４巷１號
885,全家便利商店股份有限公司-臺中經典店,04-22958388,403臺中市西區三民路一段４８之４號
886,全家便利商店股份有限公司-臺中忠勇店,04-22586158,408臺中市南屯區文山里忠勇路７０之８號
887,全家便利商店股份有限公司-臺中嶺南店,04-22586158,408臺中市南屯區五權西路三段１７９號
888,全家便利商店股份有限公司-臺中金獅店,04-22586158,402臺中市南區東興路一段１６號
889,全家便利商店股份有限公司-臺中北屯店,04-22958388,404臺中市北區北屯路４５號
890,全家便利商店股份有限公司-臺中遼寧店,04-22958388,406臺中市北屯區遼寧路一段１５８號
891,全家便利商店股份有限公司-臺中朝馬店,04-22958388,407臺中市西屯區臺中港路二段１２６之７號
892,全家便利商店股份有限公司-臺中師院店,04-22958388,403臺中市西區民權路１８９號
893,全家便利商店股份有限公司-大肚高山店,04-22586158,432臺中市大肚區大德三街３８號
894,全家便利商店股份有限公司-臺中昌平店,04-22958388,406臺中市北屯區昌平路二段５之１號
895,全家便利商店股份有限公司-臺中太原店,04-22958388,406臺中市北屯區太原路三段１４１號１樓
896,全家便利商店股份有限公司-梧棲中和店,04-22958388,435臺中市梧棲區中和街１號１樓
897,全家便利商店股份有限公司-臺中世貿店,04-22586158,407臺中市西屯區朝富路１８－５號
898,全家便利商店股份有限公司-太平永益店,04-22586158,411臺中市太平區長億六街５３—２７號
899,全家便利商店股份有限公司-臺中篤行店,04-22958388,404臺中市北區篤行路１８８號
900,全家便利商店股份有限公司-潭子頭家店,04-22958388,427臺中市潭子區頭家村頭張路２段１１２號
901,全家便利商店股份有限公司-大里大金店,04-22586158,412臺中市大里區長春路７８巷５０號
902,全家便利商店股份有限公司-臺中五福店,04-22586158,408臺中市南屯區五權西路二段２號一樓
903,全家便利商店股份有限公司-臺中東園店,04-22958388,401臺中市東區東光園路５３６號
904,全家便利商店股份有限公司-大雅楓林店,04-22958388,428臺中市大雅區民生路三段４５８號
905,全家便利商店股份有限公司-大里爽文店,04-22586158,412臺中市大里區爽文路８７０－１號
906,全家便利商店股份有限公司-大肚遊園店,04-22586158,432臺中市大肚區遊園路一段２１３號１樓
907,全家便利商店股份有限公司-大里美群店,04-22586158,412臺中市大里區瑞城里塗城路３８７、３８９號１樓
908,全家便利商店股份有限公司-豐原豐富店,04-22958388,420臺中市豐原區水源路４５０－１號
909,全家便利商店股份有限公司-臺中市府店,04-22958388,400臺中市中區市府路６３號
910,全家便利商店股份有限公司-大里捷勝店,04-22586158,412臺中市大里區大明路５１７號１樓
911,全家便利商店股份有限公司-沙鹿鎮南店,04-22958388,433臺中市沙鹿區北勢里鎮南路二段２６８號１樓
912,全家便利商店股份有限公司-霧峰吉峰店,04-22586158,413臺中市霧峰區民生路３５３號
913,全家便利商店股份有限公司-后里中興店,04-22958388,421臺中市后里區義德村甲后路２６５號一樓
914,全家便利商店股份有限公司-臺中漢口店,04-22958388,404臺中市北區賴厝里漢口路四段５６，５８，６０號１樓
915,全家便利商店股份有限公司-臺中精誠店,04-22958388,403臺中市西區大業路１號
916,全家便利商店股份有限公司-潭子大豐店,04-22958388,427臺中市潭子區大豐村大豐路三段１３６號
917,全家便利商店股份有限公司-臺中車頭店,04-22958388,400臺中市中區中山里建國路１７４號
918,全家便利商店股份有限公司-臺中大衛店,04-22958388,404臺中市北區進化北路３６７之７號，之８號，之９號
919,全家便利商店股份有限公司-臺中田心店,04-22586158,408臺中市南屯區大墩六街２６１號
920,全家便利商店股份有限公司-臺中崇倫店,04-22586158,臺中市南屯路一段２７３號
921,全家便利商店股份有限公司-臺中崇大店,04-22958388,406臺中市北屯區崇德路二段２７６號
922,全家便利商店股份有限公司-東勢豐勢店,04-22958388,423臺中市東勢區豐勢路４８２，４８４號１，２，３樓
923,全家便利商店股份有限公司-太平豐年店,04-22586158,411臺中市太平區大源路５０號．５２號
924,全家便利商店股份有限公司-大里工業店,04-22586158,412臺中市大里區工業路９６號
925,全家便利商店股份有限公司-臺中文華店,04-22958388,407臺中市西屯區文華路３之３號
926,全家便利商店股份有限公司-沙鹿東家店,04-22958388,433臺中市沙鹿區北勢東路４１１－２號
927,全家便利商店股份有限公司-臺中狀元店,04-22958388,400臺中市中區綠川里中山路１９號２１號１樓
928,全家便利商店股份有限公司-霧峰亞洲店,04-22586158,413臺中市霧峰區柳豐路４６６．４６８號
929,全家便利商店股份有限公司-臺中睿景店,04-22958388,406臺中市北屯區太原路三段８４９號
930,全家便利商店股份有限公司-臺中嶺東店,04-22586158,408臺中市南屯區春社里永春南路１２５號
931,全家便利商店股份有限公司-臺中漢武店,04-22958388,407臺中市西屯區漢口路二段１２６號１樓
932,全家便利商店股份有限公司-臺中大忠店,04-22958388,403臺中市西區向上南路１２９號
933,全家便利商店股份有限公司-霧峰五福店,04-22586158,413臺中市霧峰區六股路２９２號
934,全家便利商店股份有限公司-烏日明道店,04-22586158,414臺中市烏日區信義街１４９號，１４９之１號
935,全家便利商店股份有限公司-大安全盈店,04-22958388,439臺中市大安區中山南路３３４號１樓
936,全家便利商店股份有限公司-沙鹿飛航店,04-22958388,433臺中市沙鹿區中清路４３之５２．５３．５５．５６號
937,全家便利商店股份有限公司-臺中東山店,04-22958388,406臺中市北屯區東光里東山路一段３５號
938,全家便利商店股份有限公司-太平新平店,04-22586158,411臺中市太平區新平路三段３４７號
939,全家便利商店股份有限公司-大里天下店,04-22586158,412臺中市大里區新仁路一段２１７巷６１號，６３號
940,全家便利商店股份有限公司-臺中四維店,04-22958388,403臺中市西區三民路一段１７２—５、１７２—６號
941,全家便利商店股份有限公司-臺中向上店,04-22958388,403臺中市西區向上路一段３６號
942,全家便利商店股份有限公司-神岡工業店,04-22958388,429臺中市神岡區北庄里中山路１１２０之２號１１２０之３
943,全家便利商店股份有限公司-臺中繼成店,04-22958388,400臺中市中區成功路１０６號，１０８號一樓
944,全家便利商店股份有限公司-臺中逢大店,04-22958388,407臺中市西屯區文華路１０２號西安街２２７號
945,全家便利商店股份有限公司-臺中惠安店,04-22958388,407臺中市西屯區何德里甘肅路一段１８號１樓
946,全家便利商店股份有限公司-臺中建成店,04-22586158,402臺中市南區建成路１６２９、１６３１、１６３３號１樓
947,全家便利商店股份有限公司-臺中大富店,04-22586158,407臺中市西屯區朝富路６２號，６６號１樓
948,全家便利商店股份有限公司-臺中上雅店,04-22958388,407臺中市西屯區環中路一段１８５０號
949,全家便利商店股份有限公司-臺中世貿二店,04-22586158,407臺中市西屯區朝富路１６號．１８號
950,全家便利商店股份有限公司-臺中惠中店,04-22586158,408臺中市南屯區惠中路三段４６號、４８號
951,全家便利商店股份有限公司-神岡大漢店,04-22958388,429臺中市神岡區大漢街７２號
952,全家便利商店股份有限公司-烏日九德店,04-22586158,414臺中市烏日區中華路３５３號壹樓．３５５號
953,全家便利商店股份有限公司-太平宜欣店,04-22586158,411臺中市太平區新平路二段１７５號
954,全家便利商店股份有限公司-沙鹿沙田店,04-22958388,433臺中市沙鹿區沙田路１０１號
955,全家便利商店股份有限公司-臺中西屯店,04-22958388,臺中市西屯路二段９０之２２，２３號
956,全家便利商店股份有限公司-臺中惠盛店,04-22586158,408臺中市南屯區河南路四段４４８號
957,全家便利商店股份有限公司-大里新生店,04-22586158,412臺中市大里區現岱路１８７號．１８９號１樓
958,全家便利商店股份有限公司-龍井茄投店,04-22586158,434臺中市龍井區茄投路６７之１號
959,全家便利商店股份有限公司-沙鹿天仁店,04-22958388,433臺中市沙鹿區沙田路１７號之２４
960,全家便利商店股份有限公司-烏日溪南店,04-22586158,414臺中市烏日區溪埧村溪南路一段６０７號１樓
961,全家便利商店股份有限公司-臺中署醫店,04-22958388,403臺中市西區三民路一段１９９號
962,全家便利商店股份有限公司-東勢勢林店,04-22958388,423臺中市東勢區勢林街２３０號
963,全家便利商店股份有限公司-大里大明店,04-22586158,412臺中市大里區大明路１６８號１樓
964,全家便利商店股份有限公司-梧棲自強店,04-22958388,435臺中市梧棲區自強一街１３２號．１３４號
965,全家便利商店股份有限公司-烏日成嶺店,04-22586158,414臺中市烏日區學田路７１９號
966,全家便利商店股份有限公司-臺中東義店,04-22958388,404臺中市北區文心路四段１９０之８號
967,全家便利商店股份有限公司-臺中日新店,04-22958388,400臺中市中區中華路一段１０９號
968,全家便利商店股份有限公司-臺中高雅店,04-22958388,404臺中市北區大雅路４６６號．４６８號１樓
969,全家便利商店股份有限公司-大雅上楓店,04-22958388,428臺中市大雅區民生路四段１５１號一樓
970,全家便利商店股份有限公司-大里永興店,04-22586158,412臺中市大里區中興路二段１５６號
971,全家便利商店股份有限公司-臺中金春店,04-22586158,408臺中市南屯區永春南路６１巷１６號．１８號
972,全家便利商店股份有限公司-太平新甲店,04-22586158,411臺中市太平區新仁路一段４２號，４４巷２號
973,全家便利商店股份有限公司-太平育賢店,04-22586158,411臺中市太平區育賢路１５６號．１５８號
974,全家便利商店股份有限公司-太平中華店,04-22586158,411臺中市太平區中山路二段４４１號
975,全家便利商店股份有限公司-臺中福樂店,04-22958388,407臺中市西屯區永福路１３６號１樓
976,全家便利商店股份有限公司-豐原水源店,04-22958388,420臺中市豐原區水源路中坑巷２３號
977,全家便利商店股份有限公司-東勢東豐店,04-22958388,423臺中市東勢區豐勢路２１５號．２１７號１樓
978,全家便利商店股份有限公司-臺中北新店,04-22958388,406臺中市北屯區北屯路２８８號，２８８之１號
979,全家便利商店股份有限公司-太平東村店,04-22586158,411臺中市太平區東平里１３鄰東村３街６號
980,全家便利商店股份有限公司-大雅清泉店,04-22958388,428臺中市大雅區中清路四段３３１之２號
981,全家便利商店股份有限公司-臺中金美店,04-22586158,408臺中市南屯區永定里１４鄰南屯路二段８７２號
982,全家便利商店股份有限公司-臺中成功店,04-22958388,400臺中市中區成功路６６號
983,全家便利商店股份有限公司-臺中天助店,04-22586158,408臺中市南屯區向上路二段４３３號
984,全家便利商店股份有限公司-臺中大慶店,04-22586158,402臺中市南區建國北路一段１０６號
985,全家便利商店股份有限公司-臺中自二店,04-22958388,400臺中市中區自由路二段１０７號
986,全家便利商店股份有限公司-臺中樹義店,04-22586158,402臺中市南區樹義五巷９６號１樓
987,全家便利商店股份有限公司-梧棲文華店,04-22958388,435臺中市梧棲區文華街１９４巷１號，３號
988,全家便利商店股份有限公司-豐原社皮店,04-22958388,420臺中市豐原區三角路８１號１樓
989,全家便利商店股份有限公司-臺中北德店,04-22958388,404臺中市北區平德里崇德路二段６７號１樓
990,全家便利商店股份有限公司-梧棲大庄店,04-22958388,435臺中市梧棲區中棲路一段５０６號
991,全家便利商店股份有限公司-沙鹿靜宜店,04-22958388,433臺中市沙鹿區中棲路２００號－至善樓
992,全家便利商店股份有限公司-臺中興美店,04-22586158,402臺中市南區復興路二段９９巷１８號
993,全家便利商店股份有限公司-臺中榮總店,04-22958388,407臺中市西屯區臺中港路三段１６０號．第一醫療大樓１樓
994,全家便利商店股份有限公司-臺中敦化店,04-22958388,406臺中市北屯區敦化路３７０．３７２號
995,全家便利商店股份有限公司-大雅雅環店,04-22958388,428臺中市大雅區大雅村２９鄰雅環路二段１，３號１樓
996,全家便利商店股份有限公司-大里振坤店,04-22586158,412臺中市大里區仁化路４５５號
997,全家便利商店股份有限公司-大雅永和店,04-22958388,428臺中市大雅區永和路８９號１樓
998,全家便利商店股份有限公司-清水中山店,04-22958388,436臺中市清水區清水里中山路１１０號
999,全家便利商店股份有限公司-龍井海大店,04-22586158,434臺中市龍井區新興路東興巷４８號．５０號
1000,全家便利商店股份有限公司-和平谷關店,04-22958388,424臺中市和平區東關路一段１２７－５號
1001,全家便利商店股份有限公司-臺中至善店,04-22958388,407臺中市西屯區至善路１０５號
1002,全家便利商店股份有限公司-大甲巨大店,04-22958388,437臺中市大甲區順帆路１號、３號
1003,全家便利商店股份有限公司-太平建興店,04-22586158,411臺中市太平區建興路２６６，２６８號
1004,全家便利商店股份有限公司-潭子大茂店,04-22958388,427臺中市潭子區雅潭路二段１９０巷３２號１樓
1005,全家便利商店股份有限公司-后里旺安店,04-22958388,421臺中市后里區中和村公安路１０５號一樓
1006,全家便利商店股份有限公司-太平再福店,04-22586158,411臺中市太平區振福路４２７號．４２９號．４３１號
1007,全家便利商店股份有限公司-臺中大吉店,04-22958388,406臺中市北屯區大連路一段１５１號
1008,全家便利商店股份有限公司-臺中福田店,04-22586158,402臺中市南區福田路１５號１樓
1009,全家便利商店股份有限公司-龍井沙田店,04-22586158,434臺中市龍井區沙田路六段１８７號
1010,全家便利商店股份有限公司-臺中中興店,04-22586158,402臺中市南區國光路２５０號社管大樓１樓（１１０室）
1011,全家便利商店股份有限公司-臺中林新店,04-22586158,408臺中市南屯區惠中路三段３６號Ｂ棟１Ｆ商店２店面
1012,全家便利商店股份有限公司-大里金城店,04-22586158,412臺中市大里區塗城路５３７號
1013,全家便利商店股份有限公司-臺中中泰店,04-22958388,406臺中市北屯區中清路９９之６１、９９之６６號１樓
1014,全家便利商店股份有限公司-烏日成功嶺店,04-22586158,414臺中市烏日區中山路三段５０２號
1015,全家便利商店股份有限公司-烏日成功二店,04-22586158,414臺中市烏日區中山路三段５０２號（９０４旅）
1016,全家便利商店股份有限公司-臺中廣三店,04-22958388,403臺中市西區中美街４６１號１Ｆ
1017,全家便利商店股份有限公司-龍井學園店,04-22586158,434臺中市龍井區遊園南路２９７號
1018,全家便利商店股份有限公司-臺中工三店,04-22586158,407臺中市西屯區中工三路７５號
1019,全家便利商店股份有限公司-臺中福甲店,04-22958388,407臺中市西屯區逢甲路２０巷２４號
1020,全家便利商店股份有限公司-臺中福大店,04-22958388,407臺中市西屯區文華路２００號一樓
1021,全家便利商店股份有限公司-大里新城店,04-22586158,412臺中市大里區塗城路２９１號
1022,全家便利商店股份有限公司-臺中福揚店,04-22586158,407臺中市西屯區大墩十九街１８８號
