項次,商店全名,連絡電話,商店地址
1023,全家便利商店股份有限公司-臺中福多店,04-22958388,404臺中市北區陜西路６３號
1024,全家便利商店股份有限公司-臺中福美店,04-22958388,407臺中市西屯區西安街９１號，西屯區烈美街１７１號１樓
1025,全家便利商店股份有限公司-龍井文勝店,04-22586158,434臺中市龍井區臺中港路東園巷一弄３８之１號
1026,全家便利商店股份有限公司-龍井龍后店,04-22586158,434臺中市龍井區新興路２１號１樓
1027,全家便利商店股份有限公司-龍井東海店,04-22586158,434臺中市龍井區臺中港路東園巷一弄９號
1028,全家便利商店股份有限公司-臺中樂活店,04-22586158,407臺中市西屯區大墩１９街１８號１樓
1029,全家便利商店股份有限公司-大肚瑞功店,04-22586158,432臺中市大肚區遊園路一段６９－１號
1030,全家便利商店股份有限公司-臺中建民店,04-22958388,400臺中市中區民族路９號．１１號
1031,全家便利商店股份有限公司-大里永勝店,04-22586158,412臺中市大里區永隆里大明路４６９號一樓
1032,全家便利商店股份有限公司-臺中鼎豐店,04-22586158,408臺中市南屯區豊樂里永春東一路７１９號一樓
1033,全家便利商店股份有限公司-臺中東興店,04-22586158,408臺中市南屯區東興路二段２８１，２８３號１樓
1034,全家便利商店股份有限公司-太平光興店,04-22586158,411臺中市太平區光興路１０７２號
1035,富貴輪輪業有限公司,04-22417949,406臺中市北屯區昌平路二段9之13號
1036,全家便利商店股份有限公司-大甲鐵山店,04-22958388,437臺中市大甲區中山路一段１５４９號
1037,全家便利商店股份有限公司-臺中福滿店,04-22958388,407臺中市西屯區福星路３０１號
1038,全家便利商店股份有限公司-后里瑞晶附店,04-22958388,421臺中市后里區三豐路４２９－１號
1039,廣昌電器行,04-26914957,432臺中市大肚區遊園路2段106號
1040,昭強電器有限公司,04-26563333,435臺中市梧棲區435臺中市梧棲區中興路320號
1041,草湖機車行,04-24952350,412臺中市大里區東湖里中興路一段153號
1042,泰勝水電衛生材料有限公司,04-24952350,412臺中市大里區東湖里中興路一段5號
1043,建利機車行,04-22784369,411臺中市太平區太平路628號
1044,永盛車業有限公司,04-23715940,403臺中市西區美村路一段731號
1045,萊爾富國際股份有限公司-台中同榮店,02-24251417,406臺中市北屯區同榮路151.153號
1046,萊爾富國際股份有限公司-台中太平店,02-66068688分機356,404臺中市北區太平路72號
1047,萊爾富國際股份有限公司-豐原豐民店,02-66068688分機356,420臺中市豐原區三民路86號
1048,萊爾富國際股份有限公司-大里東榮店,04-24815907,412臺中市大里區東榮路358號
1049,萊爾富國際股份有限公司-豐原豐商店,02-66068688分機356,420臺中市豐原區中山路418號
1050,萊爾富國際股份有限公司-台中忠誠店,02-66068688分機356,"403臺中市西區忠誠街103,105號"
1051,萊爾富國際股份有限公司-中縣靜宜店,02-66068688分機356,433臺中市沙鹿區中棲路54號
1052,萊爾富國際股份有限公司-中縣中華店,04-26276912,"436臺中市清水區中華路405,407號"
1053,萊爾富國際股份有限公司-豐原成功店,02-66068688分機356,"420臺中市豐原區成功路148,150號"
1054,萊爾富國際股份有限公司-中縣中山店,02-66068688分機356,"433臺中市沙鹿區中山路294,296號"
1055,萊爾富國際股份有限公司-台中永興二店,02-66068688分機356,"404臺中市北區永興街281,283號"
1056,萊爾富國際股份有限公司-豐原豐南店,02-66068688分機356,420臺中市豐原區豐南街88號
1057,萊爾富國際股份有限公司-台中忠孝店,02-66068688分機356,402臺中市南區忠孝路150號
1058,萊爾富國際股份有限公司-台中世貿店,02-66068688分機356,407臺中市西屯區中工二路212號
1059,萊爾富國際股份有限公司-大里中興店,02-66068688分機356,"412臺中市大里區中興路一段187,189,191號"
1060,萊爾富國際股份有限公司-台中大墩店,02-66068688分機356,407臺中市西屯區大墩二十街51號
1061,萊爾富國際股份有限公司-台中文華店,02-66068688分機356,"407臺中市西屯區寧夏路221,223號"
1062,萊爾富國際股份有限公司-台中十甲東店,02-66068688分機356,"401臺中市東區十甲路442號,十甲東路665號"
1063,萊爾富國際股份有限公司-台中美村南店,02-66068688分機356,"402臺中市南區美村南路261,263號"
1064,萊爾富國際股份有限公司-中縣大智店,02-66068688分機356,435臺中市梧棲區大智路二段253號
1065,萊爾富國際股份有限公司-台中東山二店,02-66068688分機356,"406臺中市北屯區東山路一段146,146之1號"
1066,萊爾富國際股份有限公司-台中五權西店,02-66068688分機356,"408臺中市南屯區五權西路二段883,885號"
1067,萊爾富國際股份有限公司-台中復興店,02-66068688分機356,402臺中市南區復興路二段177之1號
1068,萊爾富國際股份有限公司-台中大恩店,02-66068688分機356,407臺中市西屯區大墩18街112號
1069,萊爾富國際股份有限公司-太平新福店,02-66068688分機356,411臺中市太平區中山路四段135-137號
1070,萊爾富國際股份有限公司-中縣大甲店,02-66068688分機356,437臺中市大甲區經國路407號
1071,萊爾富國際股份有限公司-台中逢甲店,02-66068688分機356,407臺中市西屯區逢甲路2號
1072,萊爾富國際股份有限公司-台中黎明店,02-66068688分機356,408臺中市南屯區黎明路一段129號
1073,萊爾富國際股份有限公司-中縣豐洲店,02-66068688分機356,429臺中市神岡區大洲路2-3號
1074,萊爾富國際股份有限公司-台中一中店,02-66068688分機356,404臺中市北區太平路22號
1075,萊爾富國際股份有限公司-中市中雙店,02-66068688分機356,400臺中市中區雙十路一段35號
1076,萊爾富國際股份有限公司-台中中清店,02-66068688分機356,406臺中市北屯區中清路110-2號
1077,萊爾富國際股份有限公司-中縣明道店,02-66068688分機356,414臺中市烏日區中山路一段497號(明道中學)
1078,萊爾富國際股份有限公司-豐原辰光店,02-66068688分機356,420臺中市豐原區安康路100號(署立豐原醫院)
1079,萊爾富國際股份有限公司-台中中工店,02-66068688分機356,408臺中市南屯區五權西路三段350號
1080,萊爾富國際股份有限公司-中縣中德店,02-66068688分機356,413臺中市霧峰區四德路576號1樓
1081,萊爾富國際股份有限公司-太平中業店,02-66068688分機356,411臺中市太平區鵬儀路296巷1號
1082,萊爾富國際股份有限公司-中縣中幼店,02-66068688分機356,437臺中市大甲區中山路二段584-5號1.2樓
1083,萊爾富國際股份有限公司-台中中大店,02-66068688分機356,402臺中市南區興大路300號1樓
1084,萊爾富國際股份有限公司-中縣中獅店,02-66068688分機356,437臺中市大甲區經國路1932號
1085,萊爾富國際股份有限公司-大里中愛店,02-66068688分機356,臺中市大里巿東榮路488號
1086,萊爾富國際股份有限公司-台中中河店,02-66068688分機356,407臺中市西屯區逢大路15號
1087,萊爾富國際股份有限公司-中縣中佳店,02-66068688分機356,414臺中市烏日區中山路一段218號
1088,萊爾富國際股份有限公司-中縣中燕店,02-66068688分機356,436臺中市清水區民族路二段368號
1089,萊爾富國際股份有限公司-台中中集店,02-66068688分機356,407臺中市西屯區福林里10鄰福科路541號1樓
1090,萊爾富國際股份有限公司-中縣中寶店,02-66068688分機356,437臺中市大甲區幼獅路1號
1091,萊爾富國際股份有限公司-中縣中神店,02-66068688分機356,429臺中市神岡區中山路1590號
1092,萊爾富國際股份有限公司-中縣中溪店,02-66068688分機356,414臺中市烏日區溪壩村環中路八段162號
1093,萊爾富國際股份有限公司-中縣中王店,02-66068688分機356,414臺中市烏日區中山路三段584.582號
1094,萊爾富國際股份有限公司-大里中爽店,02-66068688分機356,412臺中市大里區爽文路306號1樓
1095,萊爾富國際股份有限公司-太平中光店,02-66068688分機356,411臺中市太平區光興路2288號1樓
1096,萊爾富國際股份有限公司-台中中豐店,02-66068688分機356,408臺中市南屯區文心南五路327.329號
1097,萊爾富國際股份有限公司-中縣中連店,02-66068688分機356,414臺中市烏日區螺潭村四鄰太明北路2號
1098,萊爾富國際股份有限公司-台中中都店,02-66068688分機356,407臺中市西屯區西屯路三段 173-25 號
1099,萊爾富國際股份有限公司-中縣中棲店,02-66068688分機356,435臺中市梧棲區中棲路一段398號
1100,萊爾富國際股份有限公司-中縣中宜店,02-66068688分機356,433臺中市沙鹿區北勢東路557號1樓
1101,萊爾富國際股份有限公司-台中逢大店,02-66068688分機356,407臺中市西屯區文華路100號育樂館(逢甲大學)
1102,萊爾富國際股份有限公司-台中中鑽店,02-66068688分機356,408臺中市南屯區工學路169號
1103,萊爾富國際股份有限公司-中縣中武店,02-66068688分機356,414臺中市烏日區五光村3鄰五光路178號
1104,萊爾富國際股份有限公司-中縣中炫店,02-66068688分機356,435臺中市梧棲區中央路一段625號1樓
1105,萊爾富國際股份有限公司-台中中友店,02-66068688分機356,404臺中市北區大雅路616號
1106,萊爾富國際股份有限公司-台中中居店,02-66068688分機356,408臺中市南屯區黎明路二段606巷45號
1107,萊爾富國際股份有限公司-太平中銓店,02-66068688分機356,411臺中市太平區樹孝路63.65號1樓
1108,萊爾富國際股份有限公司-台中中慶店,02-66068688分機356,402臺中市南區大慶街二段27號1樓
1109,萊爾富國際股份有限公司-中縣中科店,02-66068688分機356,428臺中市大雅區橫山村永和路11-18號
1110,萊爾富國際股份有限公司-台中中堂店,02-66068688分機356,403臺中市西區民生路109.111號
1111,萊爾富國際股份有限公司-中縣中潭店,02-66068688分機356,428臺中市大雅區雅潭路182號
1112,萊爾富國際股份有限公司-中縣中勇店,02-66068688分機356,428臺中市大雅區平和路83號
1113,萊爾富國際股份有限公司-中縣中鎮店,02-66068688分機356,433臺中市沙鹿區鎮南路二段2號1樓
1114,萊爾富國際股份有限公司-中縣中雅店,02-66068688分機356,428臺中市大雅區中清路一段195-8號
1115,萊爾富國際股份有限公司-中縣中秋店,02-66068688分機356,432臺中市大肚區自由路212-9號
1116,萊爾富國際股份有限公司-台中中文店,02-66068688分機356,402臺中市南區文心南路821號
1117,萊爾富國際股份有限公司-台中中園店,02-66068688分機356,407臺中市西屯區福雅路331號
1118,萊爾富國際股份有限公司-大里立人店,02-66068688分機356,412臺中市大里區中興路二段380號B1(私立立人高中)
1119,萊爾富國際股份有限公司-台中中萊店,02-66068688分機356,407臺中市西屯區中清路176-1、176-1-1號
1120,萊爾富國際股份有限公司-中縣中月店,02-66068688分機356,421臺中市后里區甲后路1049.1051號
1121,萊爾富國際股份有限公司-中縣常春藤店,02-66068688分機356,427臺中市潭子區潭興路一段165巷320號(私立常春藤高中)
1122,萊爾富國際股份有限公司-台中中軍店,02-66068688分機356,406臺中市北屯區軍功路二段130號
1123,萊爾富國際股份有限公司-太平華中店,02-66068688分機356,411臺中市太平區?仔坑26號(華盛頓中學內)
1124,萊爾富國際股份有限公司-中縣甲南店,02-66068688分機356,436臺中市清水區菁埔里中山路563號1.2樓
1125,萊爾富國際股份有限公司-台中中竹店,02-66068688分機356,406臺中市北屯區后庄路481號
1126,萊爾富國際股份有限公司-台中中昌店,02-66068688分機356,406臺中市北屯區昌平路二段199-2號
1127,萊爾富國際股份有限公司-中縣中航店,02-66068688分機356,433臺中市沙鹿區中清路44號
1128,萊爾富國際股份有限公司-中縣中分店,02-66068688分機356,414臺中市烏日區五光路700號
1129,萊爾富國際股份有限公司-台中中庭店,02-66068688分機356,404臺中市北區民權路470號
1130,萊爾富國際股份有限公司-中縣中冠店,02-66068688分機356,421臺中市后里區甲后路897號
1131,萊爾富國際股份有限公司-台中中屯店,02-66068688分機356,407臺中市西屯區文心路三段91號
1132,萊爾富國際股份有限公司-中縣神岡店,02-66068688分機356,429臺中市神岡區和睦路285號
1133,萊爾富國際股份有限公司-台中中御店,02-66068688分機356,408臺中市南屯區大墩路161號
1134,萊爾富國際股份有限公司-中縣雅環店,02-66068688分機356,428臺中市大雅區雅環路二段346、348號
1135,萊爾富國際股份有限公司-中縣清泉店,02-66068688分機356,428臺中市大雅區中清路四段600號(清泉崗空軍基地)
1136,萊爾富國際股份有限公司-中縣神大店,02-66068688分機356,429臺中市神岡區庄前村6鄰神林路88-6號
1137,萊爾富國際股份有限公司-太平宜昌店,02-66068688分機356,411臺中市太平區宜昌路302號
1138,萊爾富國際股份有限公司-中縣龍翔店,02-66068688分機356,426臺中市新社區復盛村11鄰興社街二段32之5號(陸軍航特部)
1139,萊爾富國際股份有限公司-太平光德店,02-66068688分機356,411臺中市太平區光德路379號
1140,萊爾富國際股份有限公司-豐原原成店,02-66068688分機356,420臺中市豐原區建成路115號
1141,萊爾富國際股份有限公司-太平永成店,02-66068688分機356,411臺中市太平區永豐路258號
1142,萊爾富國際股份有限公司-台中中宏店,02-66068688分機356,407臺中市西屯區西屯路三段158之50號
1143,萊爾富國際股份有限公司-中縣彈正店,02-66068688分機356,437臺中市大甲區彈正路1號
1144,萊爾富國際股份有限公司-大里竹子坑店,02-66068688分機356,412臺中市大里區仁化路2號
1145,萊爾富國際股份有限公司-台中才益店,02-66068688分機356,403臺中市西區英才路510號
1146,萊爾富國際股份有限公司-太平鑫國軍店,02-66068688分機356,411臺中市太平區中山路二段348號
1147,奕勝美股份有限公司,02-25066898,406台中市北屯區北屯路433號
1148,高速事業股份有限公司,02-25066898,408台中市南屯區向上路三段418號
1149,高速事業股份有限公司南台中分公司,02-25066898,414台中市烏日區中山路一段159號
1150,高速事業股份有限公司大里分公司,02-25066898,412臺中市大里區國光路一段77號
1151,群喜汽車事業股份有限公司,02-25066898,433台中市沙鹿區台灣大道七段922號
1152,群喜汽車事業股份有限公司西台中營業所,02-25066898,407台中市西屯區文心路3段151號
1153,景誠汽車股份有限公司台中分公司,02-25066898,401台中市東區振興路276號
1154,群喜汽車事業股份有限公司豐原營業所,02-25066898,420台中市豐原區翁子里豐勢路一段566號
1155,弘國機車行,04-23027315,403臺中市西區美村路一段385號1樓
1156,先輪機車商號,04-22342628,404臺中市北區三民路三段337號
1157,鴻毅電器行,04-24756188,408台中市南屯區南屯路二段345號
1158,宜定旺生活百貨有限公司龍井營業所,04-26523658,434臺中市龍井區遊園南路297之8號
1159,上立電器行,04-24062706,412臺中市大里區412臺中市大里區永隆里永隆路218號1樓
1160,岱億機車行,04-25320819,427臺中市潭子區中山路一段272號
1161,立交實業有限公司,04-25351067,427臺中市潭子區雅潭路一段99巷10號
1162,暉凡機車行,04-22630575,402臺中市南區大慶街2段1-7號
1163,懿宏機車有限公司,04-24854199,412臺中市大里區益民路一段209 號
1164,鴻鼎車行,04-22958551,406臺中市北屯區大連路一段29號
1165,社口電器行,04-25620709,429臺中市神岡區社口街515號
1166,明德輪業商行,04-26875618,437臺中市大甲區順天路44號
1167,銀河系資訊有限公司,04-23055988,403臺中市西區向上路一段30號7樓
1168,弘光摩爾書店(鴻林圖書),04-26520948,433臺中市沙鹿區中棲路34號L棟B2
1169,金鼎文具圖書行,04-24836300,412臺中市大里區西榮里益民路二段76號
1170,嘉慶車業有限公司,04-24069338,412臺中市大里區長興一街20號
1171,西德傢俱生活館,04-24622088,407臺中市西屯區西屯路三段291號
1172,萊德傢俱生活館,04-22540088,408臺中市南屯區文心路一段413號1樓
1173,原德傢俱生活館,04-25253338,420臺中市豐原區向陽路280號
1174,中德傢俱生活館,02-26002108,406臺中市北屯區環中路一段1032號
1175,里德傢俱生活館,02-26002108,412臺中市大里區德芳路2段118號
1176,全家台中金豹店,04-23128382,412臺中市大里區華城街74巷2-1號1樓
1177,立偉家電有限公司,04-25379852,427臺中市潭子區潭興路2段396號
1178,太子電業行,04-26233973,436臺中市清水區中華路408-5號
1179,偉達車業有限公司,04-24860003,412臺中市大里區中興路二段612號
1180,大翔書局,04-24951567,412臺中市大里區仁德里至善路155號
1181,隨傳資訊有限公司,04-23305605,413臺中市霧峰區民生路393-22號
1182,圓方圓文具有限公司,04-24919091,412臺中市大里區仁德里成功二路53號1樓
1183,吉豐農藥行,04-24934022,412臺中市大里區塗城路113號
1184,松岳車業有限公司,04-24925080,412臺中市大里區塗城里塗城路491號
1185,三羽建材股份有限公司,04-24264547,406臺中市北屯區后庄路99號
1186,大買家股份有限公分台中北屯分公司,04-22429277#5105,406臺中市北屯區北屯路370號
1187,大買家股份有限公司大里國光分公司,04-24810456#4502,412臺中市大里區國光路一段710號
1188,海蔦輪業有限公司,04-22310822,406臺中市北屯區北屯路236-6號
1189,洽億企業有限公司,04-26313623,433臺中市沙鹿區北勢東路689巷1號
1190,巨利行,04-26623166,433臺中市沙鹿區文昌街140號
1191,順崇實業股份有限公司,04-26362438,433臺中市沙鹿區福興里福成路50號
1192,速可達車業行中科店,04-24629368,407臺中市西屯區福科路899號
1193,速可達車業股份有限公司,04-27083448,407臺中市西屯區西屯路二段269之46號
1194,升昱有限公司,04-22548868,408臺中市南屯區河南路四段224號
1195,大同綜合訊電股份有限公司-大同3C_台中中南門市,0930255170,402台中市南區台中路49、51號
1196,大同綜合訊電股份有限公司-大同3C_台中漢口門市,0930255170,407台中市西屯區漢口路二段89號
1197,大同綜合訊電股份有限公司-大同3C_台中五權門市,0930255170,404台中市北區大雅路78之2、78之5號
1198,大同綜合訊電股份有限公司-大同3C_台中中科門市,04-24631058,407台中市西屯區西屯路三段150-45號
1199,大同綜合訊電股份有限公司-大同3C_台中中清門市,04-22969912,406台中市北屯區中清路72之8-7號
1200,大同綜合訊電股份有限公司-大同3C_台中北屯門市,04-22334143,406台中市北屯區北屯路216號
1201,大同綜合訊電股份有限公司-大同3C_太平中興門市,0930255170,411臺中市太平區中興路149-3、149-4號
1202,大同綜合訊電股份有限公司-大同3C_豐原圓環南門市,0930255170,420臺中市豐原區圓環南路226號
1203,大同綜合訊電股份有限公司-大同3C_豐原中山門市,0930255170,420臺中市豐原區中山路226-1號
1204,大同綜合訊電股份有限公司-大同3C_潭子門市,0930255170,427臺中市潭子區勝利路158號
1205,大同綜合訊電股份有限公司-大同3C_大甲順天門市,0930255170,437臺中市大甲區順天路315、315之1、315之2號
1206,大同綜合訊電股份有限公司-大同3C_台中向上門市,0930255170,403台中市西區東興路三段77號
1207,大同綜合訊電股份有限公司-大同3C_沙鹿四平門市,04-26625514,433臺中市沙鹿區四平街180號
1208,大同綜合訊電股份有限公司-大同3C_大雅民生門市,0930255170,428臺中市大雅區民生路一段233、233-1號
1209,大同綜合訊電股份有限公司-大同3C_烏日中山門市,0930255170,414臺中市烏日區中山路一段360、362號
1210,大同綜合訊電股份有限公司-大同3C_大肚沙田門市,0930255170,432臺中市大肚區沙田路二段761號
1211,大同綜合訊電股份有限公司-大同3C_后里甲后門市,0930255170,421臺中市后里區甲后路351號
1212,大同綜合訊電股份有限公司-大同3C_東勢門市,0930255170,423臺中市東勢區豐勢路527、531號
1213,大同綜合訊電股份有限公司-大同3C_台中精武門市,0930255170,401台中市東區精武東路196、198號
1214,大同綜合訊電股份有限公司-大同3C_東海展示中心,0930255170,407台中市西屯區台中港路三段250號
1215,大同綜合訊電股份有限公司-大同3C_台中大墩門市,0930255170,408台中市南屯區大墩路673號
1216,大同綜合訊電股份有限公司-大同3C_台中復興門市,0930255170,402台中市復興路一段454、456號
1217,大同綜合訊電股份有限公司-大同3C_清水中山門市,0930255170,436臺中市清水區中山路147號
1218,大同綜合訊電股份有限公司-大同3C_霧峰中正門市,0930255170,413臺中市霧峰區中正路1065、1067號
1219,大同綜合訊電股份有限公司-大同3C_大里內新門市,0930255170,412臺中市大里區中興路二段153之3、4號
1220,大同綜合訊電股份有限公司-大同3C_大里中興門市,0930255170,412臺中市大里區中興路一段229、231號
1221,大同綜合訊電股份有限公司-大同3C_豐原昌億店,0930255718,420臺中市豐原區豐東路438號
1222,大同綜合訊電股份有限公司-大同3C_台中展昌店,0930255718,406台中巿北屯區崇德路510之3號
1223,大同綜合訊電股份有限公司-大同3C_大里宏富店,0930255718,412臺中市大里區中興路二段210號
1224,特力屋股份有限公司台中復興分公司,02-87916668#6554,402臺中市南區復興路一段359號2樓
1225,特力屋(股)大里國光分公司,02-87916668#6554,412臺中市大里區國光路2段363號
1226,吉詠機車行,04-22350131,404臺中市北區健行路422號
1227,中部汽車股份有限公司南台中營業所,04-22619151,402台中市南區復興路一段369號
1228,中部汽車股份有限公司潭子營業所,0933-181353,427台中市潭子區中山路一段285號
1229,中部汽車股份有限公司大甲營業所,04-26877289,437台中市大甲區中山路一段1136號
1230,中部汽車股份有限公司豐原營業所,04-25287541#11,420台中市豐原區豐勢路二段103號
1231,中部汽車股份有限公司東台中營業所,04-22115360,401台中市東區進化路190號
1232,中部汽車股份有限公司文雅營業所,04-22910060,406台中市北屯區文心路三段999號
1233,中部汽車股份有限公司大里營業所,04-24837025,412台中市大里區中興路二段155號
1234,中部汽車股份有限公司沙鹿營業所,04-26575488,434台中市梧棲區中棲路一段333號
1235,中部汽車股份有限公司東海營業所,04-23599812,407台中市西屯區工業二路2號
1236,中部汽車股份有限公司大雅營業所,04-25679933#11,428台中市大雅區中清路一段189號
1237,中部汽車股份有限公司北豐原營業所,04-25312888,420台中市豐原區豐原大道一段658號
1238,中部汽車股份有限公司太平營業所,04-22700750#11,411台中市太平區太平路741號
1239,中部汽車股份有限公司五權營業所,04-23782388,403台中市西區五權西路一段228號
1240,新輪輪業商行,0426363212,433臺中市沙鹿區鎮南路二段413號
1241,全家台中新桂冠店,04-23124958,407臺中市西屯區四川路67、69、71號
1242,日星文具公司,04-24823760,412臺中市大里區東榮路406號
1243,成茂五金商行,04-26520990,434臺中市龍井區新興路88號
1244,中聯五金有限公司(俗俗賣大賣場),04-25245573,420臺中市豐原區水源路532號
1245,中聯興國際有限公司豐原分公司,04-25202266,420臺中市豐原區圓環東路335號1樓
1246,佳司特有限公司,04-25276060,420臺中市豐原區社皮里大豐路五段506號
1247,佳司五金行,04-2528770,420臺中市豐原區豐東路351號
1248,佳客來五金股份有限公司,04-24820582,412臺中市大里區國光路二段541號
1249,大展磁磚建材行,04-26316526,434臺中市龍井區遊園南路283-9號
1250,禾舜五金實業有限公司,04-26312981,434臺中市龍井區遊園南路２９８號
1251,九元五金百貨大賣場,04-26918757,432臺中市大肚區遊園路２段１３６巷７１號
1252,錫銘五金行,04-24820582,412臺中市大里區中興路1段89號
1253,源治電器有限公司,04-24224433,406臺中市北屯區四平路280號
1254,開門股份有限公司,04-24833092,412臺中市大里區大明路81-1號
1255,101文具天堂(甲友文具行),04-24853320,412臺中市大里區內新里中興路二段322號
1256,明風車業有限公司,04-27022165,407臺中市西屯區西屯路三段33號
1257,富全機車行,04-23129391,407臺中市西屯區西屯路二段24號
1258,佳陸車業有限公司,04-25264886,420臺中市豐原區中山路230號
1259,正全宏輪業行,04-25368084,427臺中市潭子區光陽路226號
1260,元富機車有限公司,04-25336959,427臺中市潭子區中山路一段328號
1261,台象股份有限公司-象印台中服務中心,02-2506-9009#217,408臺中市南屯區文心南三路180號1樓
1262,台象股份有限公司-象印中友據點,02-2506-9009#217,404臺中市北區三民路三段161號10樓
1263,台象股份有限公司-象印新光台中據點,02-2506-9009#217,407臺中市西屯區台中港路二段111號8樓
1264,台象股份有限公司-象印遠東台中據點,02-2506-9009#217,407臺中市西屯區台中港路二段105號9樓
1265,台象股份有限公司-象印廣三SOGO據點,02-2506-9009#217,403臺中市西區中港路一段299號10樓
1266,銘安科技股份有限公司,04-22776888#219,412臺中市大里區工業11路147號
